id,virus,host,probability_positive
2770,WNV,Ciconia ciconia,0.452557473
2771,IFA,Sylvia borin,0.452557473
2772,IFA,Motacilla flava,0.452557473
2773,IFA,Lanius collurio,0.452557473
2774,IFA,Phoenicurus phoenicurus,0.452557473
2775,IFA,osprey,0.911581805
2776,IFA,Ficedula hypoleuca,0.452557473
2777,IFA,Haliaeetus albicilla,0.92989707
2778,IFA,Erithacus rubecula,0.452557473
2779,IFA,Pandion haliaetus,0.92989707
2780,IFA,Ciconia ciconia,0.92989707
2781,IFA,Sylvia borin,0.452557473
2782,IFA,Motacilla flava,0.452557473
2783,IFA,Lanius collurio,0.452557473
2784,IFA,Phoenicurus phoenicurus,0.452557473
2785,IFA,osprey,0.911581805
2786,IFA,Ficedula hypoleuca,0.452557473
2787,IFA,Haliaeetus albicilla,0.92989707
2788,IFA,Erithacus rubecula,0.452557473
2789,IFA,Pandion haliaetus,0.92989707
2790,IFA,Ciconia ciconia,0.92989707
2791,West Nile virus,Sylvia borin,0.452557473
2792,West Nile virus,Motacilla flava,0.452557473
2793,West Nile virus,Lanius collurio,0.452557473
2794,West Nile virus,Phoenicurus phoenicurus,0.452557473
2795,West Nile virus,osprey,0.911581805
2796,West Nile virus,Ficedula hypoleuca,0.452557473
2797,West Nile virus,Haliaeetus albicilla,0.92989707
2798,West Nile virus,Erithacus rubecula,0.452557473
2799,West Nile virus,Pandion haliaetus,0.92989707
2800,West Nile virus,Ciconia ciconia,0.92989707
2801,West Nile virus,mice,0.811348455
2802, WNV ,human,0.811348455
2803,West Nile virus,human,0.811348455
2804, SLEV ,human,0.811348455
2805,JEV,mice,0.9166542679999999
2806,West Nile virus,mice,0.92989707
2807,USUV,Pyrrhula pyrrhula,0.8952688259999999
2808,USUV,great spotted woodpecker,0.8952688259999999
2809,USUV,Dendrocopos major,0.8952688259999999
2810,TBE,Passer domesticus,0.92989707
2811,TBE,C flammea,0.92989707
2812,TBE,F atra,0.780477858
2813,TBE,Passer domesticus,0.92989707
2814,TBE,C flammea,0.92989707
2815,TBE,F atra,0.780477858
2816,TBEV,Passer domesticus,0.780477858
2817,TBEV,C flammea,0.92989707
2818,TBEV,F atra,0.780477858
2819,TBEV,sheep,0.9166542679999999
2820,USUV,Turdus merula,0.92989707
2821,USUV,Strix nebulosa,0.780477858
2822,WNV,human,0.811348455
2823,WNV,Human,0.7697305259999999
2824,WNV,Canis latrans,0.996435718
2825,West Nile,cattle,0.911357504
2826,West Nile,cattle,0.911357504
2827,Langat,cattle,0.911357504
2828,Langat,cattle,0.911357504
2829,NEP,Desert cottontail,0.911581805
2830,SLEV,Eared Dove,0.535475279
2831,SLEV,Picui Ground  Dove,0.21137518
2832,SLEV,Green  barred Woodpecker,0.21137518
2833,SLEV,American Kestrel,0.811348455
2834,SLEV,Falco sparverius,0.811348455
2835,WNV,Eared Dove,0.535475279
2836,WNV,Picui Ground  Dove,0.21137518
2837,WNV,Green  barred Woodpecker,0.21137518
2838,WNV,American Kestrel,0.811348455
2839,WNV,Falco sparverius,0.811348455
2840,LI virus,Horse,0.990854391
2841,MVE,human,0.933845455
2842,MVE,human,0.947812966
2843,FCS,mice,0.7697305259999999
2844,FCS,mice,0.7697305259999999
2845,WNV,chicken,0.911581805
2846,WNV,chicken,0.92989707
2847,WNV,chicken,0.92989707
2848,WNV,chicken,0.780477858
2849,BHK,A speciosus,0.9723201490000001
2850,MVEV,human,0.9102092140000001
2851,MVEV,horse,0.808536266
2852,TBEV,M glareolus,0.9987720459999999
2853,TBEV,M arvalis,0.9987720459999999
2854,TBEV,A agrarius,0.9987720459999999
2855,TBE,human,0.7697305259999999
2856,SLEV,Common Quail,0.5
2857,SLEV,Coturnix coturnix,0.5
2858,WNV,Common Quail,0.5
2859,WNV,Coturnix coturnix,0.5
2860,SLEV,Common Quail,0.5
2861,SLEV,Coturnix coturnix,0.5
2862,WNV,Common Quail,0.5
2863,WNV,Coturnix coturnix,0.5
2864,TBE virus,human,0.7697305259999999
2865,ZIKV,monkeys,0.294076903
2866,WNV,human,0.9116732940000001
2867,ZIKV,mice,0.811348455
2868,ZIKV,monkeys,0.811348455
2869,VSV,Didelphis virginiana,0.7697305259999999
2870,TBE,horse,0.97136427
2871,TBE,dog,0.97136427
2872,Kyasanur Forest disease,monkeys,0.811348455
2873,WNV,mute swan,0.5
2874,USUV,mute swan,0.5
2875,USUV,mute swan,0.5
2876,WNV,mute swan,0.5
2877,USUV,Blackbird,0.99869619
2878,TBEV,Apodemus flavicollis,0.9778846520000001
2879,TBEV,Apodemus,0.9778846520000001
2880,TBEV,Microtus agrestis,0.9778846520000001
2881,TBEV,M arvalis,0.9778846520000001
2882,TBEV,Apodemus agrarius,0.9778846520000001
2883,TBEV,Myodes glareolus,0.9778846520000001
2884,Zika virus,mice,0.9723201490000001
2885,Zika virus,mouse,0.9916422090000001
2886,WNF,white stork,0.5158127220000001
2887,Pasteurella,Cynomys mexicanus,0.7697305259999999
2888,Usutu virus,blackbird,0.92989707
2889,Usutu virus,blackbird,0.911581805
2890,TBEV,monkey,0.991338518
2891,CEEV,pig,0.991338518
2892,CEEV,sheep,0.991338518
2893,Tick  borne encephalitis,goat,0.811348455
2894,Japanese encephalitis virus,human,0.811348455
2895, JEV ,human,0.811348455
2896,Murray Valley encephalitis virus,human,0.7697305259999999
2897, WNV ,human,0.7697305259999999
2898,Saint Louis encephalitis virus,human,0.811348455
2899,West Nile virus,human,0.7697305259999999
2900,JEV,human,0.7697305259999999
2901,Chikungunya virus,human,0.9723201490000001
2902,IFA,Phoenicurus phoenicurus,0.452557473
2903,IFA,Accipiter gentilis,0.452557473
2904,IFA,Ciconia ciconia,0.452557473
2905,IFA,Lanius collurio,0.452557473
2906,IFA,Ficedula hypoleuca,0.452557473
2907,IFA,Cygnus olor,0.452557473
2908,IFA,Pandion haliaetus,0.92989707
2909,IFA,Milvus migrans,0.452557473
2910,West Nile virus,Phoenicurus phoenicurus,0.452557473
2911,West Nile virus,Accipiter gentilis,0.452557473
2912,West Nile virus,Ciconia ciconia,0.780477858
2913,West Nile virus,Lanius collurio,0.452557473
2914,West Nile virus,Ficedula hypoleuca,0.452557473
2915,West Nile virus,Cygnus olor,0.452557473
2916,West Nile virus,Pandion haliaetus,0.92989707
2917,West Nile virus,Milvus migrans,0.452557473
2918,West Nile virus,Mus musculus,0.7697305259999999
2919,West Nile virus,White  footed mouse,0.7697305259999999
2920,West Nile virus,Peromyscus leucopus,0.7697305259999999
2921,West Nile virus,House mouse,0.7697305259999999
2922,West Nile virus,R rattus,0.9116732940000001
2923,FITC,mouse,0.811348455
2924,FITC,goat,0.811348455
2925,TBEV,mouse,0.922188745
2926,TBEV,goat,0.922188745
2927,TBEV,mouse,0.733737337
2928,TBEV,goat,0.733737337
2929,Zika,monkeys,0.5
2930,Zika,monkeys,0.5
2931,yellow fever,monkeys,0.5
2932,yellow fever,monkeys,0.5
2933,yellow fever virus,monkeys,0.5
2934,yellow fever virus,monkeys,0.5
2935,Sindbis,human,0.8130997090000001
2936,West Nile,human,0.8130997090000001
2937,USUV,Linnet,0.21137518
2938,USUV,Blackbird,0.811348455
2939,USUV,Duck,0.21137518
2940,USUV,Green woodpecker,0.21137518
2941,USUV,Garden warbler,0.21137518
2942,USUV,Chaffinch,0.535475279
2943,USUV,Jackdaw,0.21137518
2944,USUV,Great tit,0.21137518
2945,USUV,Carrion crow,0.811348455
2946,USUV,House martin,0.21137518
2947,USUV,Blackcap,0.811348455
2948,USUV,Kestrel,0.21137518
2949,USUV,Lesser whitethroat,0.21137518
2950,USUV,Jay,0.21137518
2951,USUV,Chicken,0.21137518
2952,USUV,Dunnock,0.21137518
2953,SINV,Linnet,0.21137518
2954,SINV,Blackbird,0.811348455
2955,SINV,Duck,0.21137518
2956,SINV,Green woodpecker,0.21137518
2957,SINV,Garden warbler,0.21137518
2958,SINV,Chaffinch,0.535475279
2959,SINV,Jackdaw,0.21137518
2960,SINV,Great tit,0.21137518
2961,SINV,Carrion crow,0.811348455
2962,SINV,House martin,0.21137518
2963,SINV,Blackcap,0.811348455
2964,SINV,Kestrel,0.21137518
2965,SINV,Lesser whitethroat,0.21137518
2966,SINV,Jay,0.21137518
2967,SINV,Chicken,0.21137518
2968,SINV,Dunnock,0.21137518
2969,LIV,Linnet,0.21137518
2970,LIV,Blackbird,0.811348455
2971,LIV,Duck,0.21137518
2972,LIV,Green woodpecker,0.21137518
2973,LIV,Garden warbler,0.21137518
2974,LIV,Chaffinch,0.535475279
2975,LIV,Jackdaw,0.21137518
2976,LIV,Great tit,0.21137518
2977,LIV,Carrion crow,0.811348455
2978,LIV,House martin,0.21137518
2979,LIV,Blackcap,0.811348455
2980,LIV,Kestrel,0.21137518
2981,LIV,Lesser whitethroat,0.21137518
2982,LIV,Jay,0.21137518
2983,LIV,Chicken,0.21137518
2984,LIV,Dunnock,0.21137518
2985,NSW,Human,0.7697305259999999
2986,TBE,human,0.811348455
2987,bluetongue,mouflon,0.7697305259999999
2988,epizootic hemorrhagic disease,mouflon,0.7697305259999999
2989,JEV,human,0.811348455
2990,Tembusu virus,Duck,0.7697305259999999
2991,Tembusu virus,Duck,0.919551329
2992,Tembusu virus,Duck,0.9723201490000001
2993,SMRV,monkey,0.811348455
2994,squirrel monkey retrovirus,monkey,0.811348455
2995,West Nile virus,monkey,0.811348455
2996,WNV,monkey,0.811348455
2997,SMRV,monkey,0.811348455
2998,West Nile virus,chicken,0.9778846520000001
2999, ICR ,mice,0.7697305259999999
3000,Usutu virus,Pyrrhula pyrrhula,0.9778846520000001
3001,Usutu virus,great spotted woodpecker,0.9778846520000001
3002,ZIKV,human,0.990533002
3003,ZIKV,human,0.991338518
3004,IHC,T merula,0.911581805
3005,IHC,T merula,0.911581805
3006,IHC,T merula,0.911581805
3007,IHC,T merula,0.911581805
3008,yellow fever virus,Chaerephon pumilus,0.9871241470000001
3009,yellow fever virus,little free  tailed bat,0.9871241470000001
3010,Entebbe bat virus,Chaerephon pumilus,0.9871241470000001
3011,Entebbe bat virus,little free  tailed bat,0.9871241470000001
3012,ENTV,Chaerephon pumilus,0.9871241470000001
3013,ENTV,little free  tailed bat,0.9871241470000001
3014,USUTU VIRUS,blackbird,0.92989707
3015,USUTU VIRUS,blackbird,0.92989707
3016,SLEV,Eared Dove,0.811348455
3017,SLEV,Pitangus sulphuratus,0.811348455
3018,SLEV,Agelaioides badius,0.535475279
3019,SLEV,Picui Ground  Dove,0.811348455
3020,SLEV,Columbina picui,0.811348455
3021,SLEV,Rufous Hornero,0.811348455
3022,SLEV,Furnarius rufus,0.811348455
3023,SLEV,Bay  winged Cowbird,0.535475279
3024,SLEV,House Sparrow,0.811348455
3025,SLEV,Passer domesticus,0.811348455
3026,SLEV,Great Kiskadee,0.811348455
3027,West Nile virus,human,0.811348455
3028,TBEV,M glareolus,0.7697305259999999
3029,RSSE,dog,0.990854391
3030,TBE virus,dog,0.9569250890000001
3031, RSSE ,dog,0.9569250890000001
3032,TBE,Apodemus,0.9166542679999999
3033,TBE,Apodemus,0.9166542679999999
3034,TBE virus,Apodemus,0.7466977290000001
3035,TBE virus,Apodemus,0.811348455
3036,WNV,white stork,0.811348455
3037,IHC,T merula,0.811348455
3038,IHC,T merula,0.811348455
3039,IHC,T merula,0.811348455
3040,IHC,T merula,0.811348455
3041,IHC,Turdus merula,0.811348455
3042,West Nile virus,Lemur catta,0.9988415759999999
3043,West Nile virus,Ring  tailed lemur,0.9988415759999999
3044,West Nile virus,Propithecus verreauxi,0.894728836
3045,West Nile virus,Barbary macaque,0.9602245490000001
3046,West Nile virus,Macaca sylvanus,0.9602245490000001
3047,West Nile virus,Propithecus coquereli,0.9602245490000001
3048,West Nile virus,Brown lemur,0.973371329
3049,West Nile virus,Lepilemur edwardsi,0.9927208340000001
3050,West Nile virus,Papio cynocephalus,0.9602245490000001
3051,West Nile virus,Weasel,0.894728836
3052,TBE,monkeys,0.811348455
3053,SIN,human,0.294076903
3054,SIN,human,0.294076903
3055,JEV,pig,0.7697305259999999
3056,AAHL,pig,0.7697305259999999
3057,MVEV,pig,0.7697305259999999
3058,JEV,pig,0.7697305259999999
3059,KUNV,pig,0.7697305259999999
3060,USUV,Turdus merula,0.9965950259999999
3061,OKHV,Sheep,0.535475279
3062,DHOV,Sheep,0.7697305259999999
3063,MYKV,Sheep,0.811348455
3064,TDMV,Sheep,0.811348455
3065,THOV,Sheep,0.811348455
3066,BAUV,Sheep,0.811348455
3067,CWV,Sheep,0.811348455
3068,Louping ill virus,sheep,0.9916422090000001
3069,LIV,sheep,0.9723201490000001
3070,WNV,Milvus migrans,0.7697305259999999
3071,WNV,Accipiter gentilis,0.7697305259999999
3072,WNV,Haliaeetus albicilla,0.7697305259999999
3073,Dakar bat virus,Mops condylurus,0.9035593820000001
3074,Dakar bat virus,Rhinolophus hildebrandtii,0.9035593820000001
3075,Dakar bat virus,Rousettus aegyptiacus,0.989716913
3076,Dakar bat virus,eloquent horseshoe bat,0.9035593820000001
3077,Dakar bat virus,Egyptian fruit bat,0.989716913
3078,Dakar bat virus,Mops condylurus,0.978352628
3079,Dakar bat virus,Rhinolophus hildebrandtii,0.7379873859999999
3080,Dakar bat virus,Rousettus aegyptiacus,0.7379873859999999
3081,Dakar bat virus,eloquent horseshoe bat,0.7379873859999999
3082,Dakar bat virus,Egyptian fruit bat,0.7379873859999999
3083,ENTV,Mops condylurus,0.7737268959999999
3084,ENTV,Rhinolophus hildebrandtii,0.7737268959999999
3085,ENTV,Rousettus aegyptiacus,0.9723201490000001
3086,ENTV,eloquent horseshoe bat,0.7737268959999999
3087,ENTV,Egyptian fruit bat,0.9723201490000001
3088,Bukalasa bat virus,Mops condylurus,0.978352628
3089,Bukalasa bat virus,Rhinolophus hildebrandtii,0.92374338
3090,Bukalasa bat virus,Rousettus aegyptiacus,0.7379873859999999
3091,Bukalasa bat virus,eloquent horseshoe bat,0.9916422090000001
3092,Bukalasa bat virus,Egyptian fruit bat,0.7379873859999999
3093,ENTV,Mops condylurus,0.9035593820000001
3094,ENTV,Rhinolophus hildebrandtii,0.9035593820000001
3095,ENTV,Rousettus aegyptiacus,0.9690578390000001
3096,ENTV,eloquent horseshoe bat,0.9035593820000001
3097,ENTV,Egyptian fruit bat,0.9035593820000001
3098,Entebbe bat virus,Mops condylurus,0.7737268959999999
3099,Entebbe bat virus,Rhinolophus hildebrandtii,0.7737268959999999
3100,Entebbe bat virus,Rousettus aegyptiacus,0.9723201490000001
3101,Entebbe bat virus,eloquent horseshoe bat,0.7737268959999999
3102,Entebbe bat virus,Egyptian fruit bat,0.9723201490000001
3103,ENTV,Mops condylurus,0.9035593820000001
3104,ENTV,Rhinolophus hildebrandtii,0.9035593820000001
3105,ENTV,Rousettus aegyptiacus,0.9035593820000001
3106,ENTV,eloquent horseshoe bat,0.9035593820000001
3107,ENTV,Egyptian fruit bat,0.9035593820000001
3108,Bukalasa bat virus,Mops condylurus,0.7737268959999999
3109,Bukalasa bat virus,Rhinolophus hildebrandtii,0.7737268959999999
3110,Bukalasa bat virus,Rousettus aegyptiacus,0.9723201490000001
3111,Bukalasa bat virus,eloquent horseshoe bat,0.7737268959999999
3112,Bukalasa bat virus,Egyptian fruit bat,0.9723201490000001
3113,USUV,human,0.811348455
3114,TBE,dog,0.811348455
3115,TBE,dog,0.978352628
3116,TBE,horse,0.811348455
3117,JE virus,dog,0.9723201490000001
3118,JE virus,dog,0.9723201490000001
3119,JE virus,horse,0.9723201490000001
3120,TBE virus,dog,0.9723201490000001
3121,TBE virus,dog,0.9916422090000001
3122,TBE virus,horse,0.9723201490000001
3123,TBEV,red deer,0.9916422090000001
3124,FBS,green monkey,0.7697305259999999
3125, FBS ,green monkey,0.7697305259999999
3126,WNV,pig,0.811348455
3127,WNV,blackbird,0.7697305259999999
3128,WNV,pig,0.811348455
3129,WNV,blackbird,0.7697305259999999
3130,USUV,pig,0.811348455
3131,USUV,blackbird,0.811348455
3132,Japanese encephalitis virus,Macaca nemestrina,0.811348455
3133,chikungunya virus,Macaca nemestrina,0.811348455
3134,dengue virus,Macaca nemestrina,0.811348455
3135,TBE,human,0.811348455
3136,louping ill virus,sheep,0.9778846520000001
3137,louping ill virus,mice,0.9778846520000001
3138,louping ill virus,pig,0.9778846520000001
3139,MVEV,horse,0.9905223470000001
3140,MVEV,Nankeen night heron,0.9105029590000001
3141, WNV ,horse,0.977576962
3142, WNV ,Nankeen night heron,0.7697305259999999
3143,Japanese encephalitis,horse,0.977576962
3144,Japanese encephalitis,Nankeen night heron,0.7697305259999999
3145,West Nile virus,horse,0.977576962
3146,West Nile virus,Nankeen night heron,0.7697305259999999
3147,MVEV,horse,0.971434713
3148,MVEV,Nankeen night heron,0.9105029590000001
3149,ZIKV,human,0.996435718
3150,TBEV,horse,0.846764195
3151,WNV,horse,0.846764195
3152,eastern equine encephalitis virus,Caracara cheriway,0.911581805
3153, EEEV ,Caracara cheriway,0.911581805
3154, WNV ,Caracara cheriway,0.911581805
3155, FLAV ,Caracara cheriway,0.7703678959999999
3156, SLEV ,Caracara cheriway,0.911581805
3157,West Nile virus,Caracara cheriway,0.911581805
3158,WNV,striped skunk,0.5
3159,West Nile virus,Gallus gallus domesticus,0.811348455
3160,WNV,C modestus,0.92989707
3161,West Nile virus,Tamiasciurus hudsonicus,0.733737337
3162,West Nile virus,Brown rat,0.733737337
3163,West Nile virus,Roof rat,0.733737337
3164,West Nile virus,Sciurus griseus,0.733737337
3165,West Nile virus,Tamias striatus,0.733737337
3166,West Nile virus,Sciurus carolinensis,0.733737337
3167,West Nile virus,Hispid cotton rat,0.534446059
3168,West Nile virus,Rattus norvegicus,0.7698757970000001
3169,West Nile virus,Fox squirrel,0.984849063
3170,West Nile virus,Rattus norvegicus,0.733737337
3171,West Nile virus,R rattus,0.733737337
3172,West Nile virus,Sciurus niger,0.984849063
3173,West Nile virus,Sigmodon hispidus,0.534446059
3174,West Nile virus,Rattus rattus,0.733737337
3175,West Nile virus,Rattus sp,0.733737337
3176,West Nile virus,R rattus,0.911357504
3177,West Nile virus,R rattus,0.733737337
3178,West Nile virus,R rattus,0.7698757970000001
3179,West Nile virus,Red squirrel,0.733737337
3180,West Nile virus,Western gray squirrel,0.733737337
3181,West Nile virus,European ground squirrel,0.733737337
3182,West Nile virus,Eastern gray squirrel,0.733737337
3183,West Nile virus,Eastern chipmunk,0.733737337
3184,WNV,Tamiasciurus hudsonicus,0.733737337
3185,WNV,Brown rat,0.733737337
3186,WNV,Roof rat,0.733737337
3187,WNV,Sciurus griseus,0.733737337
3188,WNV,Tamias striatus,0.733737337
3189,WNV,Sciurus carolinensis,0.733737337
3190,WNV,Hispid cotton rat,0.534446059
3191,WNV,Rattus norvegicus,0.984849063
3192,WNV,Fox squirrel,0.733737337
3193,WNV,Rattus norvegicus,0.733737337
3194,WNV,R rattus,0.733737337
3195,WNV,Sciurus niger,0.733737337
3196,WNV,Sigmodon hispidus,0.534446059
3197,WNV,Rattus rattus,0.733737337
3198,WNV,Rattus sp,0.733737337
3199,WNV,R rattus,0.911357504
3200,WNV,R rattus,0.733737337
3201,WNV,R rattus,0.964274318
3202,WNV,Red squirrel,0.733737337
3203,WNV,Western gray squirrel,0.733737337
3204,WNV,European ground squirrel,0.733737337
3205,WNV,Eastern gray squirrel,0.733737337
3206,WNV,Eastern chipmunk,0.733737337
3207,SLEV,Taraba major,0.7698757970000001
3208,SLEV,Troglodytes aedon,0.911357504
3209,WNV,Falco sparverius,0.9166542679999999
3210,WNV,American kestrel,0.9166542679999999
3211,TBEV,Myodes glareolus,0.811348455
3212,TBEV,Myodes rufocanus,0.811348455
3213,TBEV,goat,0.452557473
3214,TBEV,Microtus agrestis,0.811348455
3215,TBEV,Apodemus flavicollis,0.811348455
3216,TBEV,Sciurus vulgaris,0.811348455
3217,TBEV,cattle,0.452557473
3218,TBEV,euro,0.811348455
3219,TBEV,Sorex araneus,0.92989707
3220,TBEV,sheep,0.452557473
3221,TBEV,Erinaceus concolor,0.780477858
3222,TBEV,Apodemus sylvaticus,0.811348455
3223,TBEV,Apodemus,0.294076903
3224,Modoc,deer mouse,0.918637574
3225,Modoc virus,mice,0.99869619
3226,TBE,monkey,0.7697305259999999
3227,Kyasanur Forest disease,monkeys,0.9916422090000001
3228,USUV,chicken,0.7697305259999999
3229,WNV,human,0.294076903
3230,WNV,human,0.294076903
3231,Langat,Dog,0.9131081529999999
3232,TBE,Dog,0.9131081529999999
3233,Murray Valley encephalitis virus,horse,0.991338518
3234,WNV,Mice,0.7697305259999999
3235,WNV,mice,0.7697305259999999
3236,WNV,human,0.7697305259999999
3237,WNV,cattle,0.21137518
3238,WNV,cattle,0.21137518
3239,WNV,cattle,0.21137518
3240,WNV,cattle,0.21137518
3241,Powassan virus,sheep,0.21137518
3242,MEAV,sheep,0.21137518
3243,Kokobera virus,sheep,0.5
3244,ILHV,sheep,0.21137518
3245,RBV,sheep,0.21137518
3246,Langat virus,sheep,0.21137518
3247,Kyasanur forest disease virus,sheep,0.21137518
3248,Dengue virus,sheep,0.21137518
3249,IGUV,sheep,0.5
3250,POWV,sheep,0.21137518
3251,YFV,sheep,0.21137518
3252,KOKV,sheep,0.5
3253,Gadgets Gully virus,sheep,0.21137518
3254,Entebbe bat virus,sheep,0.5
3255,Saumarez Reef virus,sheep,0.21137518
3256,Modoc virus,sheep,0.21137518
3257,Montana myotis leukoencephalitis virus,sheep,0.21137518
3258,Dengue virus,sheep,0.21137518
3259,Omsk hemorrhagic fever virus,sheep,0.21137518
3260,BSQV,sheep,0.5
3261,Aroa virus,sheep,0.5
3262,KFDV,sheep,0.21137518
3263,Murray Valley encephalitis virus,sheep,0.21137518
3264,ENTV,sheep,0.5
3265,Kadam virus,sheep,0.21137518
3266,Royal Farm virus,sheep,0.21137518
3267,Bagaza virus,sheep,0.21137518
3268,AHFV,sheep,0.21137518
3269,Yokose virus,sheep,0.5
3270,West Nile virus,sheep,0.21137518
3271,Louping ill virus,sheep,0.5
3272,OHFV,sheep,0.21137518
3273,BAGV,sheep,0.21137518
3274,tick  borne encephalitis,sheep,0.5
3275,Japanese encephalitis virus,sheep,0.21137518
3276,Tyuleniy virus,sheep,0.21137518
3277,Dengue virus,sheep,0.21137518
3278,MVEV,sheep,0.21137518
3279,Apoi virus,sheep,0.21137518
3280,WNV,sheep,0.21137518
3281,LIV,sheep,0.5
3282,ROCV,sheep,0.21137518
3283,Usutu virus,sheep,0.21137518
3284,SLEV,sheep,0.21137518
3285,KUNV,sheep,0.21137518
3286,TYUV,sheep,0.21137518
3287,Meaban virus,sheep,0.21137518
3288,Ilheus virus,sheep,0.21137518
3289,Rio Bravo virus,sheep,0.21137518
3290,USUV,sheep,0.21137518
3291,JEV,sheep,0.21137518
3292,Dengue virus,sheep,0.21137518
3293,tick  borne encephalitis virus,sheep,0.5
3294,Yellow fever virus,sheep,0.21137518
3295,Tick  borne encephalitis,sheep,0.21137518
3296,Yellow fever virus,sheep,0.21137518
3297,TBE,dog,0.7697305259999999
3298,JEV,human,0.811348455
3299,TBEV,Turdus iliacus,0.9199528990000001
3300,ZIKV,human,0.7697305259999999
3301,ZIKV,human,0.7697305259999999
3302,WNV,C modestus,0.811348455
3303,WEST NILE VIRUS,C modestus,0.811348455
3304,EEEV,Cyanocitta cristata,0.9102092140000001
3305,WNV,Cyanocitta cristata,0.9102092140000001
3306,LIV,goat,0.811348455
3307,LIV,sheep,0.811348455
3308,Louping ill,Sheep,0.811348455
3309,Louping ill,human,0.521006723
3310,tick  borne encephalitis virus,Sheep,0.7697305259999999
3311,tick  borne encephalitis virus,human,0.245508239
3312,Omsk hemorrhagic fever,Sheep,0.7697305259999999
3313,Omsk hemorrhagic fever,human,0.245508239
3314,tick  borne encephalitis,Sheep,0.811348455
3315,tick  borne encephalitis,human,0.7697305259999999
3316,Powassan,Sheep,0.7697305259999999
3317,Powassan,human,0.245508239
3318,ENTV,little free  tailed bat,0.991421861
3319,USUV,rabbit,0.7697305259999999
3320,USUV,T pilaris,0.7355591509999999
3321,USUV,Turdus iliacus,0.45418465700000005
3322,WNV,Corvus brachyrhynchos,0.811348455
3323,WNV,American Crow,0.811348455
3324,TBE,human,0.7697305259999999
3325,SMRV,Cygnus olor,0.500899866
3326,WNV,Cygnus olor,0.911581805
3327,SMRV,Cygnus olor,0.500899866
3328,SMRV,Cygnus olor,0.911581805
3329,WNV,Cygnus olor,0.7703678959999999
3330,SMRV,Cygnus olor,0.500899866
3331,TBE,human,0.811348455
3332,TBEV,sheep,0.977576962
3333,TBEV,goat,0.977576962
3334,TBE,sheep,0.991338518
3335,TBE,goat,0.991338518
3336,KFD,human,0.811348455
3337,WNV,Mephitis mephitis,0.9927208340000001
3338,WNV,striped skunk,0.9927208340000001
3339,TBE,human,0.811348455
3340,TBE,human,0.7697305259999999
3341,Royal farm virus,human,0.9116732940000001
3342,Kadam virus,human,0.9116732940000001
3343,TBEV,Microtus arvalis,0.971334661
3344,West Nile Virus,Human,0.811348455
3345,WNV,human,0.997274792
3346,JEV,human,0.9739322640000001
3347,SLEV,human,0.997274792
3348,JEV,human,0.8967706940000001
3349,USUV,Strix nebulosa,0.9102092140000001
3350,USUV,Aegolius funereus,0.9102092140000001
3351,USUV,great grey owl,0.9102092140000001
3352,USUV,Strix nebulosa,0.962856983
3353,USUV,Aegolius funereus,0.962856983
3354,USUV,great grey owl,0.962856983
3355, WNV ,Strix nebulosa,0.962856983
3356, WNV ,Aegolius funereus,0.962856983
3357, WNV ,great grey owl,0.894014078
3358,West Nile virus,Strix nebulosa,0.962856983
3359,West Nile virus,Aegolius funereus,0.962856983
3360,West Nile virus,great grey owl,0.962856983
3361,Usutu virus,human,0.971334661
3362,Louping Ill,Len,0.521006723
3363,Louping Ill,Len,0.521006723
3364,TBE,human,0.294076903
3365,TBE,human,0.294076903
3366, TBEV ,blackbird,0.7697305259999999
3367,West Nile,blackbird,0.521006723
3368,USUV,blackbird,0.811348455
3369,Entebbe bat,little free  tailed bat,0.978352628
3370,Entebbe bat,Chaerephon pumilus,0.978352628
3371,Rio Bravo virus,little free  tailed bat,0.7379873859999999
3372,Rio Bravo virus,Chaerephon pumilus,0.7379873859999999
3373,West Nile virus,Falco sparverius,0.811348455
3374,mem,sheep,0.7697305259999999
3375,tick  borne encephalitis,sheep,0.7697305259999999
3376,IFA,Pandion haliaetus,0.7697305259999999
3377,WNV,Pandion haliaetus,0.7697305259999999
3378,SLEV,Bay  winged Cowbird,0.9166542679999999
3379,SLEV,Rufous Hornero,0.9166542679999999
3380,SLEV,Bay  winged Cowbird,0.7697305259999999
3381,SLEV,Rufous Hornero,0.8952688259999999
3382,CGLV,Choloepus hoffmanni,0.7697305259999999
3383,CGLV,Bradypus variegatus,0.7697305259999999
3384,ILHV,Choloepus hoffmanni,0.7697305259999999
3385,ILHV,Bradypus variegatus,0.7697305259999999
3386,WNV,Ciconia ciconia,0.911581805
3387,IFA,Ciconia ciconia,0.911581805
3388,WNV,Ciconia ciconia,0.911581805
3389,Yersinia,Cynomys mexicanus,0.978352628
3390,TBEV,A pallipes,0.97136427
3391,TBEV,mice,0.97136427
3392,ASFV,mouse,0.5
3393,ASFV,Pig,0.5
3394,SLE,human,0.92989707
3395,SLE,cattle,0.92989707
3396,WNV,jay,0.92989707
3397,Tick  Borne Encephalitis Virus,Microtus arvalis,0.971334661
3398,tick  borne encephalitis,roe deer,0.7697305259999999
3399,DENV,Didelphis marsupialis,0.811348455
3400,Langat,dog,0.5
3401,Langat,dog,0.5
3402,RSSE,dog,0.5
3403,RSSE,dog,0.5
3404,tick  borne encephalitis,human,0.991338518
3405,TBEV,M arvalis,0.977576962
3406,TBEV,M arvalis,0.977576962
